name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib
"Williams, Brooke",21.75,43.53,88.08,93.05,111.28,136.98,166.43,193.73,205.83,7.87,8035,1531,1188,38,F,USA,IL,St. Charles,7176
"Bunnell, Andrew W.",21.67,43.05,86.15,91.48,108.62,130.7,153.4,176.9,187.23,7.15,3593,3328,186,53,M,USA,CA,Graton,7177
"Habegger, Steve",21.35,42.53,87.93,92.97,112.6,140.17,170.68,201.67,215.12,8.22,10864,8007,1481,45,M,USA,NC,Waxhaw,7178
"Echegaray, Oscar",24.4,50.17,104.3,110.85,134.1,163.08,193.8,225.62,239.2,9.13,17871,11083,1842,40,M,USA,FL,Coral Gables,7179
"Panferov, Alexey",20.93,41.83,83.8,88.38,105.03,127.12,150.4,175.48,186.62,7.13,3484,3228,538,43,M,RUS,others,Moscow,7180
"Esaiasson, Joakim",23.05,46.08,92.43,97.57,115.83,140.72,165.8,190.88,201.57,7.7,6833,5764,3014,37,M,USA,MI,Maple City,7181
"Ulrich, Lindsey",20.23,40.37,82.97,87.82,106.07,131.57,158.85,185.55,198.77,7.58,6128,830,662,35,F,USA,ID,Bosie,7182
"Balbo, Pietro",21.62,42.92,85.35,89.97,106.33,127.88,150.02,171.8,186.42,7.12,3455,3203,42,55,M,ITA,others,Bassano Del Grappa (vicenza),7183
"Newton, Scott",22.28,44.13,88.62,93.47,111.07,134.77,161.37,189.38,200.72,7.67,6626,5633,1119,44,M,USA,CA,Shell Beach,7185
"Ryu, Jongwoo",23.32,47.33,97.72,103.02,124.95,155.88,188.57,219.52,232.9,8.88,16077,10305,1757,40,M,USA,NJ,Dumont,7186
"Bolullo, Mathieu",21.65,43.5,87.87,92.67,110.03,133.52,158.18,182.52,192.9,7.37,4781,4301,823,41,M,CAN,QC,Montreal,7187
"Robinson, Fitzroy A.",22.62,45.07,89.57,94.47,111.97,134.9,158.48,181.97,192.95,7.37,4788,4307,826,41,M,USA,AA,Dpo,7188
"Royal, William W",21.03,42.2,83.98,88.55,105.45,127.13,149.4,171.45,181.38,6.93,2587,2443,1724,36,M,USA,NC,Charlotte,7189
"Stansfield, Ryan",23.98,47.88,96.17,101.5,123.3,150.88,179.97,208.6,221.13,8.45,12763,8897,3669,39,M,USA,CA,San Diego,7190
"Sy, Chi Kin",21.0,41.95,85.15,89.82,106.77,129.73,156.72,184.35,195.45,7.47,5376,4754,2735,39,M,HKG,others,Quarry Bay,7191
"Williams, Jeffrey",22.37,44.63,89.47,94.33,112.12,136.33,163.65,190.42,202.57,7.73,7102,5940,3060,39,M,USA,OH,Cincinnati,7192
"Brown, Scott A",22.57,44.95,89.87,94.92,112.42,135.2,158.95,183.2,193.98,7.4,5038,4504,2642,38,M,USA,CA,San Diego,7193
"McCrabb, Kevin L.",21.93,43.95,89.03,94.08,112.42,137.23,163.72,190.82,203.9,7.78,7469,6171,578,51,M,USA,WA,Bonney Lake,7194
"Kincaid, Jena",21.18,42.02,83.6,88.15,104.75,126.43,148.37,170.13,179.42,6.85,2247,123,103,26,F,USA,TX,Austin,7195
"Dollas, Elizabeth A.",22.62,45.47,91.32,96.32,114.15,137.33,160.63,183.17,192.65,7.35,4717,467,381,37,F,USA,MA,Amesbury,7196
"Yip, Christopher M.",22.92,46.43,95.62,101.07,123.3,150.57,179.35,209.28,220.35,8.42,12521,8783,1631,48,M,CAN,ON,Toronto,7197
"Clements, Kevin M",22.78,46.15,93.92,99.2,117.97,142.62,167.3,191.45,201.65,7.7,6863,5783,920,49,M,USA,MI,Belmont,7198
"Wedge, Chris",22.78,45.82,91.92,96.83,114.88,138.32,162.78,185.78,196.47,7.5,5578,4903,967,42,M,USA,FL,Clermont,7199
"Fiore, Dan",21.78,43.95,89.03,93.95,111.55,133.85,156.1,177.82,187.65,7.17,3684,3407,579,43,M,USA,MA,Grafton,7200
"Ulrich, Mark",21.82,43.5,86.92,91.7,108.9,131.63,154.77,178.77,190.05,7.25,4154,3795,699,41,M,USA,NC,Charlotte,7201
"Santucci, Vincent M",23.63,47.25,94.27,99.32,117.08,141.45,167.05,192.48,204.12,7.8,7527,6203,1212,40,M,USA,IL,Chicago,7202
"Wilantowicz, Brian P",22.02,44.27,88.9,93.83,111.37,134.2,156.53,178.28,188.02,7.18,3747,3462,597,42,M,USA,NY,Hartsdale,7203
"Wikle, Kristofer M.",21.12,42.43,85.53,90.18,106.87,128.8,150.72,172.75,182.7,6.98,2821,2660,420,42,M,USA,MI,White Lake,7204
"Friesen, Greg P.",22.6,45.72,91.98,97.02,115.28,140.13,166.18,192.8,204.37,7.8,7598,6253,3134,37,M,CAN,ON,Ottawa,7205
"Kutsenda, Eric R.",22.82,46.07,93.28,98.37,117.08,141.48,165.83,189.42,199.5,7.62,6337,5449,1085,42,M,USA,CA,Manhattan Beach,7206
"Ipino, Michela",21.73,42.98,86.38,91.1,108.48,131.82,156.4,180.08,190.2,7.27,4185,364,16,45,F,ITA,others,Bassano Del Grappa,7207
"Swartz, Greg",21.25,42.53,87.12,92.1,110.8,135.97,162.93,197.18,208.8,7.97,8926,7002,783,52,M,USA,MA,Stoughton,7208
"Cook, Sheldon",21.23,42.32,84.85,89.47,106.38,128.6,151.35,174.2,184.82,7.05,3187,2980,281,45,M,CAN,ON,Inverary,7209
"Cranney, Dale",21.5,42.7,87.82,92.8,112.42,140.7,168.53,199.27,211.58,8.08,9803,7480,1362,47,M,USA,UT,Midway,7210
"Ancona, Jose A",23.12,45.58,90.4,95.43,114.12,137.45,163.73,191.18,202.78,7.75,7174,5985,1183,41,M,USA,CA,Pomona,7211
"Drouin, Stephane",22.62,45.3,90.25,95.05,112.55,135.78,159.0,181.63,191.55,7.32,4453,4037,757,43,M,CAN,QC,Montreal,7212
"Cummings, Jon M",22.48,45.22,90.98,95.93,114.07,138.78,165.65,191.65,203.12,7.75,7273,6050,3078,36,M,CAN,AB,Calgary,7213
"Rogan, Matthew T.",21.48,42.65,86.13,90.95,108.42,132.3,157.65,183.08,193.93,7.4,5028,4497,2640,38,M,GBR,others,Chinnor,7214
"Deuel, Martin A",21.9,43.65,89.25,94.25,113.22,140.07,169.53,204.42,220.88,8.43,12689,8859,3663,36,M,USA,MN,Maple Grove,7215
"Wiseman, Luke J.",24.2,48.33,96.82,102.07,121.22,146.65,172.77,199.35,210.57,8.03,9511,7329,3370,39,M,USA,KY,Newport,7216
"Harvey, Dan",22.58,45.82,90.6,95.48,113.57,137.28,162.05,186.98,198.15,7.57,5963,5177,7,66,M,USA,WI,Lake Mills,7217
"Hurlock, Matthew H",22.35,45.27,92.95,98.13,117.1,142.38,168.3,194.37,205.95,7.87,8066,6517,1133,47,M,USA,NY,New York,7218
"Cain, Ken C. Jr.",21.47,43.28,86.45,91.32,108.18,131.53,157.85,183.9,194.73,7.43,5220,4645,912,42,M,USA,MA,Andover,7219
"Blackwell, Gary M II",22.37,44.35,88.57,93.45,111.22,134.55,158.8,183.98,195.75,7.47,5448,4805,2751,35,M,USA,OR,Portland,7220
"Hayward, John",20.67,41.57,83.32,87.9,104.37,127.02,152.8,179.0,190.67,7.28,4277,3899,245,50,M,USA,MD,Annapolis,7221
"Wilson, David W.",21.98,43.78,88.1,92.98,110.98,133.63,156.9,178.52,188.08,7.18,3754,3468,200,52,M,USA,MA,Lanesborough,7222
"Farrell, Fredrick",21.37,44.73,97.8,104.08,129.37,164.38,200.73,241.53,264.13,10.08,22512,13114,1933,54,M,USA,WA,Bellingham,7223
"Olsen, Brian",21.92,44.05,88.63,93.47,110.65,133.07,155.28,178.65,189.9,7.25,4119,3768,2370,37,M,USA,KS,Overland Park,7224
"De Boer, Paul",20.67,41.35,84.77,89.87,108.73,134.38,164.43,194.63,206.27,7.88,8149,6565,1145,47,M,NED,others,Bloemendaal,7226
"Coligado, David",22.17,44.23,88.82,93.73,111.25,133.95,156.38,178.57,188.35,7.2,3799,3503,2262,36,M,USA,IL,Chicago,7227
"Mitchell, Nicole",22.43,45.22,91.72,96.83,116.73,142.82,168.82,195.63,207.18,7.92,8424,1705,1315,26,F,USA,IL,Lake Forest,7229
"Whitmer, Jeffrey",21.6,42.98,84.9,89.48,105.9,127.77,150.58,173.67,184.05,7.03,3050,2859,148,50,M,USA,TX,Austin,7230
"MacMahon, Ted",20.73,41.37,82.53,87.12,103.2,124.08,145.22,166.37,176.05,6.72,1636,1544,99,48,M,USA,MA,Harvard,7231
"Bedard, Jean-Paul",26.0,53.67,112.08,118.07,142.0,173.7,205.27,237.15,249.72,9.53,19990,11974,2194,47,M,CAN,ON,Toronto,7232
"Roberts, Michael D",22.12,44.52,89.98,95.07,114.22,140.65,169.0,196.62,209.6,8.0,9204,7166,1294,48,M,USA,DC,Washington,7233
"Parker, Eric",21.18,42.87,87.82,92.8,111.32,135.58,162.67,193.33,207.63,7.93,8560,6796,1305,44,M,USA,CO,Boulder,7234
"Toudal, Steen K.",26.67,47.88,90.4,94.92,111.58,133.43,155.1,176.22,185.53,7.08,3310,3078,503,43,M,DEN,others,Copenhagen,7235
"Zeitlow, Erik",23.68,47.73,95.4,100.47,118.62,141.95,166.3,192.47,204.03,7.78,7508,6191,1048,46,M,USA,CO,Arvada,7236
"Arencibia, Joseph",27.05,54.8,108.88,114.87,136.75,165.82,197.15,228.2,242.48,9.25,18582,11381,4105,38,M,USA,NY,New York,7237
"Mullins, Michael A.",22.9,45.9,91.28,96.3,114.17,139.4,165.18,192.33,205.4,7.85,7912,6435,3172,36,M,USA,OH,Brookville,7238
"Koeppel-Acker, Jenny E.",22.78,45.45,90.52,95.4,112.75,135.67,158.85,182.0,192.58,7.35,4699,462,377,31,F,USA,NY,Cheektowaga,7239
"Gordon, Amy",21.72,43.35,86.53,91.2,108.22,130.88,154.58,177.9,188.33,7.18,3798,296,248,37,F,USA,NM,Santa Fe,7240
"Engen, Dale A.",22.93,46.08,93.58,98.62,116.5,139.67,162.63,185.77,196.23,7.5,5536,4871,662,46,M,CAN,ON,Kingston,7241
"Isaac, Jeremy",21.3,42.35,84.4,89.03,105.57,127.28,149.2,170.38,179.37,6.85,2232,2111,322,41,M,GBR,others,London,7242
"Wiggan, Jay",24.35,49.38,100.67,106.12,126.25,152.98,180.1,207.53,218.88,8.35,12067,8572,3622,36,M,GBR,others,Edinburgh,7244
"Bodden, Dennis",23.58,47.02,94.1,99.1,117.55,141.9,167.28,193.15,204.25,7.8,7567,6228,3125,36,M,USA,NY,Brooklyn,7245
"Cushman, Jim",22.43,45.53,91.68,96.77,115.47,140.3,165.78,191.25,202.3,7.72,7029,5896,951,45,M,USA,TX,Southlake,7246
"Agulnik, Mark",22.7,45.8,93.53,98.77,119.57,146.83,179.85,211.28,224.08,8.55,13634,9270,1642,40,M,USA,IL,Chicago,7248
"Pease, Michael H",21.73,43.35,86.73,91.53,109.6,134.77,162.43,192.73,206.18,7.87,8129,6553,3200,39,M,USA,PA,Beaver Falls,7249
"Segal, Joshua",22.7,44.93,89.93,94.92,113.58,139.63,166.93,196.02,208.3,7.95,8769,6914,3277,38,M,USA,DC,Washington,7250
"Stern, Phillip B",22.12,44.08,88.02,92.9,110.15,132.97,156.02,178.83,188.77,7.2,3883,3570,206,51,M,USA,MA,Newton,7251
"Montelongo, Jose G Jr.",22.92,46.15,90.97,95.8,113.25,136.25,160.27,184.35,195.05,7.45,5292,4701,921,42,M,USA,CA,Bakersfield,7252
"Skarback, Andreas",22.0,43.97,87.9,92.67,110.47,135.7,165.62,193.85,207.47,7.92,8510,6768,1299,40,M,SWE,others,Varberg,7253
"Harburg, Michelle",21.75,43.72,93.12,98.3,117.9,142.98,166.43,191.27,202.62,7.73,7121,1172,917,31,F,USA,DC,Washington,7254
"Shen, Jiye",22.02,44.43,91.38,96.65,117.28,145.2,179.6,216.1,229.37,8.75,15108,9896,1883,46,M,CHN,others,Beijing,7255
"Lawhorne, Clinton B",21.3,42.6,85.28,90.12,107.55,132.53,161.75,200.98,217.98,8.32,11783,8447,1543,42,M,USA,MI,Perry,7256
"Kuzma, Micaiah M",21.73,43.22,86.57,91.35,108.62,132.07,156.77,181.65,192.73,7.37,4743,4272,2569,39,M,USA,OR,Salem,7258
"Taylor, Danval A.",21.75,43.37,87.68,92.53,110.37,134.7,161.25,188.4,201.1,7.68,6721,5698,492,50,M,USA,NY,Brooklyn,7262
"Marjo, Jouni",23.32,47.27,95.35,100.65,119.38,143.98,168.92,192.92,203.32,7.77,7321,6085,1007,46,M,FIN,others,Helsinki,7263
"Lowman, Brian",22.3,44.25,88.13,92.95,110.32,132.87,156.23,181.35,192.57,7.35,4695,4235,807,42,M,USA,TN,Ooltewah,7264
"Hartings, Jed A",22.48,45.1,91.25,96.3,114.48,138.22,162.33,186.23,197.47,7.53,5797,5061,993,40,M,USA,OH,Cincinnati,7265
"Barnett, David P.",22.97,46.15,91.98,97.02,115.32,138.55,162.48,186.02,196.23,7.5,5534,4870,98,57,M,USA,MA,Boxborough,7266
"Kendall, Erin A.",20.95,41.7,83.92,88.57,105.9,129.25,153.97,178.35,189.6,7.23,4055,346,285,26,F,USA,FL,Ft Lauderdale,7267
"Brummitt, Frank",23.0,46.22,92.83,97.87,116.05,139.85,164.25,187.83,198.73,7.58,6120,5291,775,48,M,USA,CA,Yucaipa,7268
"Post, Bob",20.87,41.52,82.62,87.05,103.27,124.42,148.58,174.45,184.1,7.03,3064,2871,462,44,M,USA,TX,Lucas,7269
"Skarback, Mattias",21.52,43.08,86.4,91.08,107.9,130.32,153.12,175.62,185.27,7.07,3261,3040,495,42,M,SWE,others,Tvaaker,7270
"Dandy, Kenneth R",22.45,44.7,89.9,95.0,113.55,138.08,163.87,189.88,201.28,7.68,6766,5724,1139,40,M,USA,MI,Garden City,7271
"Hanks, Matt",21.68,43.25,86.18,90.95,108.85,136.6,169.2,204.92,221.22,8.45,12788,8906,1600,42,M,USA,OH,Lyndhurst,7272
"Grissinger, Heath J",22.88,46.05,92.47,97.52,115.15,138.23,164.97,194.33,206.23,7.87,8140,6560,3203,39,M,USA,OH,Ashland,7273
"Hazelton, Daniel",28.47,55.73,108.97,114.72,136.73,171.67,212.77,276.95,306.95,11.72,27812,15632,5275,35,M,USA,AZ,Sierra Vista,7274
"Barnes, Flo",22.93,45.7,92.18,97.35,118.3,142.53,168.23,193.2,204.38,7.8,7604,1348,1047,34,F,USA,PA,Easton,7275
"Park, Gene",21.58,43.2,87.18,92.05,109.67,133.43,157.18,181.3,191.95,7.33,4545,4111,483,46,M,USA,MD,Potomac,7276
"Bucci, John",22.67,44.53,87.35,91.95,108.83,130.82,153.1,175.58,185.6,7.08,3325,3093,295,48,M,USA,ME,Kittery Point,7277
"Turner, Francis J.",21.5,42.7,87.37,92.27,110.45,136.3,163.5,188.58,200.17,7.65,6514,5562,848,45,M,USA,CA,Carlsbad,7278
"Neal, Rick Jr.",22.6,45.08,91.07,96.22,114.72,139.27,167.02,195.52,207.43,7.92,8501,6763,1298,40,M,USA,PA,Glenmoore,7280
"Prause, Nicole",21.23,42.28,84.87,89.6,106.83,130.22,156.52,181.27,192.13,7.33,4574,439,359,35,F,USA,CA,Los Angeles,7282
"Arthur, Janine M.",22.55,44.72,88.42,93.23,110.6,133.42,156.53,179.42,189.35,7.23,4005,334,276,35,F,USA,OR,Corvallis,7283
"Micheels, Jim A.",21.6,43.12,88.52,93.85,116.1,145.5,180.55,220.47,239.98,9.17,18090,11174,1856,44,M,USA,NC,Wake Forest,7284
"Haight, Levi A.",22.72,45.47,92.52,97.58,116.23,140.75,167.02,193.95,205.55,7.85,7949,6455,3176,36,M,USA,MI,Grand Haven,7285
"Markwell, Anson L.",21.95,43.25,86.2,90.97,107.95,130.38,153.88,178.4,190.1,7.27,4159,3799,2379,36,M,USA,TX,Frisco,7286
"Laptev, Yuri",22.65,44.9,90.75,95.82,114.38,139.95,167.22,193.47,205.13,7.83,7840,6396,10,65,M,RUS,others,Moscow,7287
"Goertz, Jessica B",21.42,42.57,85.97,90.75,109.53,137.53,167.88,197.95,211.62,8.08,9817,2332,1740,36,F,USA,CA,San Diego,7288
"Clark, Sarah A.",21.53,43.4,89.23,94.48,114.23,143.53,181.3,224.42,243.15,9.28,18728,7297,3977,25,F,USA,OR,Corvallis,7289
"Kay, Jeff",23.38,48.8,106.32,112.38,140.47,181.95,217.72,251.55,264.75,10.1,22619,13168,2351,46,M,CAN,AB,Calgary,7290
"Stalder, Terence G",21.42,42.8,85.95,90.8,108.6,132.73,160.3,185.35,197.2,7.53,5728,5015,705,48,M,USA,OH,Strongsville,7291
"Schroeder, Steve",21.65,43.75,89.58,94.62,112.95,137.57,164.02,189.38,200.43,7.65,6567,5594,858,48,M,USA,TX,Sugar Land,7292
"Hernandez, Jose D.",22.62,45.15,91.28,96.3,113.82,137.15,162.17,186.5,198.43,7.58,6034,5229,762,49,M,USA,CA,Reseda,7293
"Trampe, Travis",21.28,43.98,91.05,95.97,114.53,139.08,165.05,190.12,200.85,7.67,6667,5659,1123,41,M,USA,CO,Fort Collins,7294
"Mackert, Michael D.",23.5,47.25,96.3,101.7,121.07,146.93,172.97,198.63,210.03,8.02,9350,7248,1376,43,M,USA,MD,Adamstown,7295
"Mcevoy, Robert",21.75,42.93,85.52,90.13,106.67,128.52,150.68,172.68,182.43,6.97,2760,2602,1814,36,M,USA,RI,Newport,7297
"Amick, Matthew",22.95,45.82,91.9,97.1,115.9,141.1,171.72,205.88,219.35,8.37,12225,8636,3629,36,M,USA,GA,Ringgold,7298
"Seaver, Sean P.",21.43,43.08,86.35,91.08,108.08,130.57,153.38,177.17,188.08,7.18,3755,3469,2250,38,M,USA,FL,Longwood,7299
"Judson, Christopher T",22.35,44.9,90.37,95.33,113.9,138.93,165.83,192.63,204.65,7.82,7700,6318,3150,37,M,USA,MN,North Branch,7300
"Holsten, Joyce M.",22.42,44.75,89.38,94.42,112.37,136.83,162.78,189.37,201.67,7.7,6865,1081,125,44,F,USA,VT,Jericho,7301
"Nordstrand, Barry",24.48,48.85,97.87,103.4,122.53,148.18,177.15,206.6,220.97,8.43,12716,8876,1197,51,M,USA,MN,Excelsior,7302
"Smith, Shannon D",21.62,42.95,85.75,90.43,107.05,128.98,150.87,171.47,180.45,6.88,2445,2311,361,44,M,USA,ID,Boise,7303
"McGuire, Dan",21.93,43.52,87.58,92.5,110.22,133.92,158.88,186.15,197.47,7.53,5796,5060,2824,38,M,USA,MI,Canton,7304
"Zingarelli, John",21.42,43.05,86.65,91.35,108.72,132.4,157.75,183.17,194.95,7.45,5266,4683,2705,37,M,USA,VA,Fairfax,7305
"Racine, Jean-Francois",23.32,46.85,94.55,99.68,118.77,144.63,172.3,202.0,217.58,8.3,11654,8390,3586,38,M,CAN,QC,Montreal,7306
"Harrison, Rob",21.08,41.88,82.82,87.3,103.63,124.95,147.2,169.75,179.85,6.87,2344,2214,1588,36,M,AUS,others,"Yarraville, Victoria",7307
"Brown, Todd G",22.33,45.02,91.27,96.47,114.88,139.95,168.28,193.42,204.92,7.82,7791,6366,619,50,M,USA,CT,Rocky Hill,7308
"Jeff, Jamey",21.78,43.3,87.18,91.98,109.67,133.0,157.52,183.02,194.72,7.43,5210,4637,2694,38,M,USA,VA,Falls Church,7310
"Schirmers, Eric N",21.68,43.33,86.48,91.15,108.18,130.8,154.72,179.15,189.45,7.23,4024,3686,2342,36,M,USA,MN,Champlin,7311
"Anderson, Jamie S",21.93,43.87,88.13,93.03,111.53,136.23,162.2,188.62,199.65,7.62,6376,5479,1092,41,M,USA,ME,East Waterboro,7312
"Phanthavong, John C",21.3,42.98,88.7,93.85,113.13,140.15,171.5,200.42,215.85,8.23,11086,8117,1494,40,M,USA,IL,Wheaton,7313
"Belfore, Joseph F. III",22.33,44.6,89.9,94.82,112.48,135.97,159.73,185.0,195.3,7.45,5350,4733,2726,36,M,USA,AZ,Phoenix,7314
"Schoenmeyr, Tor",21.18,42.35,85.07,89.88,106.93,130.6,156.1,182.5,194.07,7.42,5056,4520,2650,37,M,USA,CA,San Mateo,7315
"Cavicchi, Thomas",20.98,42.05,85.27,90.1,108.25,133.53,163.52,195.82,209.55,8.0,9181,7151,830,53,M,USA,PA,Grove City,7316
"Chung, Keun Dong",23.23,45.57,90.0,94.75,112.37,136.28,162.43,189.03,200.53,7.65,6585,5605,475,53,M,USA,CA,Montrose,7317
"White, Jim",21.75,43.58,88.02,92.9,110.72,134.75,159.33,184.03,194.8,7.43,5238,4660,604,48,M,AUS,others,Tanawha,7318
"Fisher, David",22.07,44.48,89.77,94.63,112.38,135.47,159.33,183.43,193.8,7.4,4994,4466,560,45,M,USA,CA,Laguna Beach,7319
"Pattee, Corey S.",23.33,46.7,92.85,97.93,116.05,140.07,164.85,189.73,200.98,7.67,6699,5686,893,48,M,USA,GA,Suwanee,7320
"Davis, Greg",23.38,47.22,94.95,99.82,118.23,142.35,166.57,188.22,197.65,7.55,5844,5093,1005,44,M,USA,AZ,Mesa,7321
"Anderer, Pj",22.4,44.87,93.45,98.83,123.02,160.57,204.27,245.67,263.43,10.05,22403,13068,4499,36,M,USA,MD,Baltimore,7322
"Schmidt, Bryan",22.5,44.82,90.33,95.17,113.23,139.78,167.67,198.98,212.77,8.12,10148,7664,3447,36,M,USA,IN,Indianapolis,7323
"Rininger, Bradley T",22.05,42.97,84.35,88.93,105.12,126.68,149.0,171.8,182.07,6.95,2701,2546,1779,36,M,USA,AZ,Scottsdale,7324
"Cates, Tyler O.",21.52,43.2,86.95,91.77,109.12,132.07,155.98,182.18,193.83,7.4,5006,4477,563,46,M,USA,OR,Eugene,7325
"Harrington, Bernard J.",22.02,44.12,89.08,94.03,111.83,135.47,159.53,185.23,196.58,7.5,5605,4918,2783,38,M,USA,KY,Fort Campbell,7326
"Niemeyer, Patrick",23.37,47.8,99.78,105.58,128.2,159.97,194.87,229.35,244.47,9.33,19008,11539,4141,38,M,USA,WA,Seattle,7327
"Cates, Clinton J",21.5,43.2,86.93,91.77,109.12,132.05,155.98,182.25,193.83,7.4,5007,4478,872,43,M,USA,CA,Camarillo,7328
"Hultquist, Daryl",21.45,42.92,86.1,90.93,108.12,131.53,158.55,185.87,198.32,7.57,6001,5204,1029,44,M,USA,MD,Gaithersburg,7329
"Page, Jean-Marc",24.15,47.88,94.62,99.75,118.52,144.08,170.52,198.32,211.28,8.07,9713,7439,3399,37,M,CAN,QC,Montreal,7330
"Hayes, Ryan M",23.3,46.47,90.35,95.23,112.15,134.75,158.22,180.63,190.6,7.28,4272,3894,2420,35,M,USA,MA,Woburn,7331
"Hernandez, Luis",21.15,42.07,83.85,88.38,104.68,126.55,150.28,174.17,184.52,7.05,3139,2936,1997,36,M,CRC,others,"Barreal, Heredia",7332
"Edmondson, Marshall",22.05,44.1,88.4,93.27,110.78,134.52,163.97,194.55,206.4,7.88,8187,6591,3211,36,M,USA,TN,Mount Juliet,7333
"McKenna, Bridget M.",24.32,49.15,98.42,103.68,123.55,148.17,173.0,197.33,208.28,7.95,8761,1851,1415,31,F,USA,NY,New York City,7335
"Brown, Alexander C.",22.57,45.2,91.08,96.15,114.35,138.22,162.13,186.17,197.03,7.52,5701,4992,380,51,M,CAN,AB,Calgary,7336
"Lohnes, Steve",24.38,48.95,101.03,106.88,132.95,174.28,218.83,259.32,274.93,10.5,24149,13873,2021,54,M,CAN,NB,Hampton,7337
"Neel, Victor A",21.58,43.13,86.17,90.87,107.78,130.52,155.07,183.42,196.93,7.52,5680,4976,696,48,M,USA,RI,Providence,7338
"Valla, Andy",20.52,40.77,82.75,87.42,103.82,125.57,149.13,170.88,180.93,6.92,2523,2382,373,42,M,USA,CA,San Rafael,7339
"Sinibaldi, Stuardo",21.77,44.08,89.93,94.92,114.0,140.83,170.38,196.52,208.17,7.95,8724,6894,1321,44,M,USA,FL,Miami,7340
"Browne, Jeffrey",22.87,46.05,91.6,96.67,114.8,138.8,163.07,185.75,195.75,7.47,5444,4801,2750,37,M,USA,NC,Raleigh,7342
"Lyons, Bill",22.95,45.45,90.45,95.32,112.68,136.05,162.92,192.67,205.7,7.85,7991,6482,3183,38,M,USA,CO,Lone Tree,7343
"Luiso, Lee M.",21.47,42.83,85.43,90.15,107.2,130.62,165.2,213.07,228.1,8.7,14783,9742,1851,48,M,USA,OH,Loveland,7344
"Rombold, Joseph",22.17,44.22,90.93,96.07,116.03,142.47,170.85,198.8,210.78,8.05,9574,7359,1337,49,M,USA,CA,Sacramento,7345
"Gunkel, Lance D",22.15,44.37,89.32,94.25,111.78,135.42,164.02,190.58,201.65,7.7,6862,5782,3017,35,M,USA,IA,Clive,7347
"Connolly, Chaz",21.7,43.15,86.45,91.22,108.72,133.17,159.92,189.97,203.38,7.77,7334,6096,3096,36,M,USA,PA,Allison Park,7348
"Kiviaho, Colin",22.98,46.98,92.67,97.7,115.52,139.32,163.72,187.82,198.87,7.6,6161,5322,2901,38,M,CAN,ON,Ottawa,7349
"Pietrzykowski, Jeremy J",23.32,46.9,94.63,99.97,119.27,145.68,173.08,205.13,220.65,8.42,12618,8827,3656,35,M,USA,NY,Batavia,7350
"Hall, Martha",21.63,43.6,87.48,92.33,109.77,133.6,160.25,187.23,198.38,7.57,6020,802,641,37,F,GBR,others,Welwyn Garden City,7351
"Silvestre, Pascal",21.72,42.87,85.53,90.23,107.15,129.9,153.67,178.85,190.93,7.28,4318,3937,249,52,M,FRA,others,Paris,7352
"Wilbur, Eric",22.73,45.18,90.85,95.97,114.23,138.58,164.38,190.6,202.55,7.73,7096,5935,961,46,M,USA,MO,Springfield,7354
"Delisle, Alain",23.32,46.13,91.98,97.0,114.95,139.47,165.58,193.58,205.77,7.85,8010,6493,1126,45,M,CAN,QC,Shawinigan-Sud,7355
"Christensen, Andre",23.08,47.85,97.17,102.48,122.02,147.6,174.6,201.85,215.0,8.22,10827,7987,1483,43,M,USA,CA,Palo Alto,7356
"De Roy, Patrick",21.73,43.15,88.02,92.83,111.77,137.22,163.58,192.03,204.38,7.8,7603,6256,3135,36,M,CAN,QC,Westmount,7357
"Ackerman, Anna H.",21.23,43.0,88.8,93.92,112.6,138.08,164.07,189.53,200.45,7.65,6571,975,767,25,F,USA,ME,Portland,7358
"Cundy, Fiona M.",21.23,42.55,85.03,89.63,106.67,128.8,151.42,173.12,182.7,6.98,2820,161,136,26,F,USA,CA,Oakland,7359
"Daines, Howard R",23.25,47.22,95.85,101.32,122.1,153.55,188.93,247.28,264.88,10.12,22636,13176,2354,46,M,USA,UT,Willard,7360
"Collins, Terrance M.",21.72,43.77,88.03,92.87,110.23,133.12,157.22,181.98,192.88,7.37,4775,4296,820,40,M,USA,VT,South Burlington,7361
"Smith, Chad",21.43,42.98,86.38,91.18,108.33,131.72,159.63,187.92,200.87,7.67,6672,5662,1125,43,M,USA,GA,Toccoa,7362
"Chandler, Nathan",22.33,44.45,89.15,94.07,111.75,135.73,160.88,185.75,196.37,7.5,5559,4888,2775,38,M,USA,NE,Ceresco,7364
"Cifuentes Fetiva, Miguel Angel Sr.",21.7,42.95,85.22,89.8,106.42,128.2,150.18,170.98,179.52,6.85,2269,2144,1541,35,M,COL,others,Bogota,7365
"Foley, Paul",21.57,43.12,87.77,92.73,110.57,134.1,158.18,182.6,193.5,7.38,4919,4409,298,54,M,CAN,ON,Ottawa,7366
"Harley, Stephen",22.4,44.77,89.88,94.88,112.55,135.82,159.4,183.32,196.17,7.48,5515,4856,356,53,M,USA,PA,Downingtown,7367
"Kemperman, Harry T",23.55,46.53,93.62,98.7,117.1,141.3,165.37,189.13,199.42,7.62,6309,5428,814,46,M,CAN,ON,Kitchener,7368
"Taylor, Kevin S",23.53,46.25,90.98,95.82,113.03,136.92,160.13,182.68,192.73,7.37,4742,4271,517,45,M,CAN,ON,Waterloo,7369
